PROC,Processes VM-12-13-centos,Runnable,Blocked,pswitch,syscall,read,write,fork,exec,sem,msg
PROC,T0541,1,0,1107.4,-1.0,-1.0,-1.0,2.8,-1.0,-1.0,-1.0
PROC,T0542,1,0,1255.8,-1.0,-1.0,-1.0,5.4,-1.0,-1.0,-1.0
PROC,T0543,1,0,1153.3,-1.0,-1.0,-1.0,3.2,-1.0,-1.0,-1.0
PROC,T0544,1,0,1277.0,-1.0,-1.0,-1.0,5.4,-1.0,-1.0,-1.0
PROC,T0545,1,0,1185.3,-1.0,-1.0,-1.0,2.8,-1.0,-1.0,-1.0
PROC,T0546,1,0,1265.2,-1.0,-1.0,-1.0,7.6,-1.0,-1.0,-1.0
PROC,T0547,1,0,1062.8,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0
PROC,T0548,1,0,1357.2,-1.0,-1.0,-1.0,7.4,-1.0,-1.0,-1.0
PROC,T0549,1,0,1230.5,-1.0,-1.0,-1.0,2.6,-1.0,-1.0,-1.0
PROC,T0550,1,0,1288.8,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0551,1,0,1081.1,-1.0,-1.0,-1.0,4.2,-1.0,-1.0,-1.0
PROC,T0552,1,0,1247.6,-1.0,-1.0,-1.0,6.8,-1.0,-1.0,-1.0
PROC,T0553,1,0,1058.2,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0554,1,0,1220.1,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0555,1,0,1159.9,-1.0,-1.0,-1.0,2.4,-1.0,-1.0,-1.0
PROC,T0556,1,0,1317.0,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0557,2,0,1095.3,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0558,1,0,1329.6,-1.0,-1.0,-1.0,8.6,-1.0,-1.0,-1.0
PROC,T0559,1,0,1232.8,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0560,1,0,1539.9,-1.0,-1.0,-1.0,7.2,-1.0,-1.0,-1.0
PROC,T0561,1,0,1282.4,-1.0,-1.0,-1.0,2.6,-1.0,-1.0,-1.0
PROC,T0562,1,0,1279.5,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0563,1,0,1119.7,-1.0,-1.0,-1.0,4.6,-1.0,-1.0,-1.0
PROC,T0564,1,0,1332.0,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0565,1,0,1072.8,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0566,1,0,1301.5,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0567,1,0,1091.8,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0
PROC,T0568,1,0,1271.5,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0569,1,0,1078.1,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0570,1,0,1390.0,-1.0,-1.0,-1.0,11.0,-1.0,-1.0,-1.0
PROC,T0571,1,0,1051.7,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0572,1,0,1378.4,-1.0,-1.0,-1.0,7.2,-1.0,-1.0,-1.0
PROC,T0573,1,0,1139.0,-1.0,-1.0,-1.0,2.6,-1.0,-1.0,-1.0
PROC,T0574,1,0,1262.1,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0575,1,0,1123.1,-1.0,-1.0,-1.0,4.2,-1.0,-1.0,-1.0
PROC,T0576,1,0,1298.4,-1.0,-1.0,-1.0,6.8,-1.0,-1.0,-1.0
PROC,T0577,1,0,1090.9,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0578,1,0,1225.7,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0579,1,0,1121.2,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0
PROC,T0580,1,0,1277.4,-1.0,-1.0,-1.0,8.8,-1.0,-1.0,-1.0
PROC,T0581,1,0,1060.7,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0582,1,0,1279.0,-1.0,-1.0,-1.0,8.6,-1.0,-1.0,-1.0
PROC,T0583,1,0,1103.9,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0584,1,0,1288.5,-1.0,-1.0,-1.0,7.2,-1.0,-1.0,-1.0
PROC,T0585,1,0,1202.2,-1.0,-1.0,-1.0,2.6,-1.0,-1.0,-1.0
PROC,T0586,1,0,1530.5,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0587,1,0,1349.2,-1.0,-1.0,-1.0,4.2,-1.0,-1.0,-1.0
PROC,T0588,1,0,1491.9,-1.0,-1.0,-1.0,6.8,-1.0,-1.0,-1.0
PROC,T0589,1,0,1092.3,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0590,1,0,1289.8,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0591,1,0,1109.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0
PROC,T0592,1,0,1292.7,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0593,1,0,1203.9,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0594,1,0,1366.3,-1.0,-1.0,-1.0,8.6,-1.0,-1.0,-1.0
PROC,T0595,1,0,1074.5,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0596,1,0,1341.7,-1.0,-1.0,-1.0,7.2,-1.0,-1.0,-1.0
PROC,T0597,1,0,1149.6,-1.0,-1.0,-1.0,2.6,-1.0,-1.0,-1.0
PROC,T0598,1,0,1256.8,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0599,1,0,1189.9,-1.0,-1.0,-1.0,4.6,-1.0,-1.0,-1.0
PROC,T0600,1,0,1287.4,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0601,1,0,1090.8,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0602,1,0,1224.1,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0603,1,0,1164.6,-1.0,-1.0,-1.0,2.8,-1.0,-1.0,-1.0
PROC,T0604,1,0,1250.1,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0605,1,0,1087.7,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0606,1,0,1338.0,-1.0,-1.0,-1.0,8.6,-1.0,-1.0,-1.0
PROC,T0607,1,1,1298.5,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0608,1,0,1374.3,-1.0,-1.0,-1.0,7.4,-1.0,-1.0,-1.0
PROC,T0609,1,0,1241.1,-1.0,-1.0,-1.0,2.6,-1.0,-1.0,-1.0
PROC,T0610,1,0,1265.4,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0611,1,0,1088.1,-1.0,-1.0,-1.0,4.2,-1.0,-1.0,-1.0
PROC,T0612,1,0,1299.2,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0613,1,0,1020.9,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0614,1,0,1187.3,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0615,1,0,1079.2,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0
PROC,T0616,1,0,1334.1,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0617,1,0,1164.7,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0618,1,0,1377.7,-1.0,-1.0,-1.0,8.6,-1.0,-1.0,-1.0
PROC,T0619,1,0,1059.7,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0620,1,0,1363.8,-1.0,-1.0,-1.0,7.2,-1.0,-1.0,-1.0
PROC,T0621,1,0,1185.5,-1.0,-1.0,-1.0,2.6,-1.0,-1.0,-1.0
PROC,T0622,1,0,1331.5,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0623,1,0,1129.2,-1.0,-1.0,-1.0,4.2,-1.0,-1.0,-1.0
PROC,T0624,1,0,1275.3,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0625,1,0,1106.0,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0626,1,0,1268.8,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0627,1,0,1164.2,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0
PROC,T0628,1,0,1295.0,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0629,1,0,1095.0,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0630,1,0,1409.4,-1.0,-1.0,-1.0,11.0,-1.0,-1.0,-1.0
PROC,T0631,1,0,1065.4,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0632,1,0,1326.1,-1.0,-1.0,-1.0,7.2,-1.0,-1.0,-1.0
PROC,T0633,1,0,1174.5,-1.0,-1.0,-1.0,2.6,-1.0,-1.0,-1.0
PROC,T0634,1,0,1262.9,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0635,1,0,1105.4,-1.0,-1.0,-1.0,4.6,-1.0,-1.0,-1.0
PROC,T0636,1,0,1303.5,-1.0,-1.0,-1.0,6.8,-1.0,-1.0,-1.0
PROC,T0637,1,0,1060.7,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0638,1,0,1347.2,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0639,1,0,1112.6,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0
PROC,T0640,1,0,1304.4,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0641,1,0,1179.0,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0642,1,0,1381.2,-1.0,-1.0,-1.0,8.6,-1.0,-1.0,-1.0
PROC,T0643,1,0,1108.2,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0644,1,0,1393.9,-1.0,-1.0,-1.0,7.2,-1.0,-1.0,-1.0
PROC,T0645,1,0,1202.5,-1.0,-1.0,-1.0,2.6,-1.0,-1.0,-1.0
PROC,T0646,1,0,1296.3,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0647,1,0,1146.0,-1.0,-1.0,-1.0,4.2,-1.0,-1.0,-1.0
PROC,T0648,1,0,1483.1,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0649,1,0,1337.6,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0650,1,0,1509.6,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0651,1,0,1118.8,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0
PROC,T0652,1,0,1286.8,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0653,1,0,1059.7,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0654,1,0,1333.6,-1.0,-1.0,-1.0,8.6,-1.0,-1.0,-1.0
PROC,T0655,1,0,1063.3,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0656,1,0,1420.2,-1.0,-1.0,-1.0,7.2,-1.0,-1.0,-1.0
PROC,T0657,1,0,1229.5,-1.0,-1.0,-1.0,2.6,-1.0,-1.0,-1.0
PROC,T0658,1,0,1328.4,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0659,1,0,1106.5,-1.0,-1.0,-1.0,4.2,-1.0,-1.0,-1.0
PROC,T0660,1,0,1294.6,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0661,1,0,1049.3,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0662,1,0,1298.0,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0663,1,0,1104.6,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0
PROC,T0664,1,0,1257.9,-1.0,-1.0,-1.0,6.6,-1.0,-1.0,-1.0
PROC,T0665,1,0,1111.7,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0666,1,0,1385.3,-1.0,-1.0,-1.0,9.2,-1.0,-1.0,-1.0
PROC,T0667,1,0,1088.6,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0668,1,0,1374.3,-1.0,-1.0,-1.0,7.4,-1.0,-1.0,-1.0
PROC,T0669,1,0,1180.9,-1.0,-1.0,-1.0,2.6,-1.0,-1.0,-1.0
PROC,T0670,1,0,1261.4,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0671,1,0,1129.4,-1.0,-1.0,-1.0,4.6,-1.0,-1.0,-1.0
PROC,T0672,1,0,1276.8,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0673,2,0,1058.6,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0674,1,0,1253.2,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0675,1,0,1116.6,-1.0,-1.0,-1.0,2.4,-1.0,-1.0,-1.0
PROC,T0676,1,0,1306.4,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0677,1,0,1076.3,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0678,1,0,1356.2,-1.0,-1.0,-1.0,8.6,-1.0,-1.0,-1.0
PROC,T0679,1,0,1303.3,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0680,1,0,1355.1,-1.0,-1.0,-1.0,7.2,-1.0,-1.0,-1.0
PROC,T0681,1,0,1176.9,-1.0,-1.0,-1.0,2.6,-1.0,-1.0,-1.0
PROC,T0682,1,0,1270.8,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0683,1,0,1094.0,-1.0,-1.0,-1.0,4.2,-1.0,-1.0,-1.0
PROC,T0684,1,0,1303.4,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0685,1,0,1061.3,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0686,1,0,1259.3,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0687,1,0,1133.4,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0
PROC,T0688,1,0,1226.1,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0689,1,0,1060.4,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0690,1,0,1392.5,-1.0,-1.0,-1.0,11.2,-1.0,-1.0,-1.0
PROC,T0691,1,0,1088.3,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0692,1,0,1326.6,-1.0,-1.0,-1.0,7.2,-1.0,-1.0,-1.0
PROC,T0693,2,0,1147.2,-1.0,-1.0,-1.0,2.6,-1.0,-1.0,-1.0
PROC,T0694,1,0,1219.1,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0695,1,0,1122.3,-1.0,-1.0,-1.0,4.4,-1.0,-1.0,-1.0
PROC,T0696,1,0,1275.4,-1.0,-1.0,-1.0,6.8,-1.0,-1.0,-1.0
PROC,T0697,1,0,1039.0,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0698,1,0,1339.5,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0699,1,0,1113.1,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0
PROC,T0700,1,0,1324.6,-1.0,-1.0,-1.0,8.8,-1.0,-1.0,-1.0
PROC,T0701,1,0,1055.1,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0702,1,0,1405.5,-1.0,-1.0,-1.0,9.0,-1.0,-1.0,-1.0
PROC,T0703,1,0,1066.8,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0704,1,0,1414.9,-1.0,-1.0,-1.0,7.2,-1.0,-1.0,-1.0
PROC,T0705,1,0,1212.3,-1.0,-1.0,-1.0,2.6,-1.0,-1.0,-1.0
PROC,T0706,1,0,1392.7,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0707,1,0,1120.0,-1.0,-1.0,-1.0,4.6,-1.0,-1.0,-1.0
PROC,T0708,1,0,1276.8,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0709,4,0,1092.4,-1.0,-1.0,-1.0,2.8,-1.0,-1.0,-1.0
PROC,T0710,1,0,1443.2,-1.0,-1.0,-1.0,5.4,-1.0,-1.0,-1.0
PROC,T0711,1,0,1375.7,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0
PROC,T0712,1,0,1476.7,-1.0,-1.0,-1.0,5.4,-1.0,-1.0,-1.0
PROC,T0713,1,0,1137.6,-1.0,-1.0,-1.0,2.8,-1.0,-1.0,-1.0
PROC,T0714,1,0,1393.7,-1.0,-1.0,-1.0,7.6,-1.0,-1.0,-1.0
PROC,T0715,1,0,1100.0,-1.0,-1.0,-1.0,2.8,-1.0,-1.0,-1.0
PROC,T0716,1,0,1292.6,-1.0,-1.0,-1.0,6.2,-1.0,-1.0,-1.0
PROC,T0717,1,0,1243.4,-1.0,-1.0,-1.0,3.6,-1.0,-1.0,-1.0
PROC,T0718,1,0,1245.6,-1.0,-1.0,-1.0,5.4,-1.0,-1.0,-1.0
PROC,T0719,1,0,1150.5,-1.0,-1.0,-1.0,5.2,-1.0,-1.0,-1.0
PROC,T0720,1,0,1298.4,-1.0,-1.0,-1.0,5.4,-1.0,-1.0,-1.0
PROC,T0721,1,0,1068.1,-1.0,-1.0,-1.0,2.8,-1.0,-1.0,-1.0
PROC,T0722,1,0,1294.1,-1.0,-1.0,-1.0,5.4,-1.0,-1.0,-1.0
PROC,T0723,1,0,1137.1,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0
PROC,T0724,1,0,1280.2,-1.0,-1.0,-1.0,5.6,-1.0,-1.0,-1.0
PROC,T0725,1,0,1076.8,-1.0,-1.0,-1.0,2.8,-1.0,-1.0,-1.0
PROC,T0726,1,0,1278.4,-1.0,-1.0,-1.0,7.6,-1.0,-1.0,-1.0
PROC,T0727,1,0,1247.3,-1.0,-1.0,-1.0,2.8,-1.0,-1.0,-1.0
PROC,T0728,1,0,1338.2,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0729,1,0,1240.1,-1.0,-1.0,-1.0,3.6,-1.0,-1.0,-1.0
PROC,T0730,1,0,1355.7,-1.0,-1.0,-1.0,6.5,-1.0,-1.0,-1.0
PROC,T0731,1,0,1046.1,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0732,1,0,1313.2,-1.0,-1.0,-1.0,8.8,-1.0,-1.0,-1.0
PROC,T0733,1,0,1075.4,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0734,1,0,1207.9,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0735,1,0,1167.1,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0
PROC,T0736,1,0,1274.0,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0737,1,0,1073.6,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0738,1,0,1417.5,-1.0,-1.0,-1.0,8.6,-1.0,-1.0,-1.0
PROC,T0739,1,0,1053.3,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0740,1,0,1319.7,-1.0,-1.0,-1.0,6.8,-1.0,-1.0,-1.0
PROC,T0741,1,0,1222.5,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0
PROC,T0742,1,0,1356.4,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0743,1,0,1092.1,-1.0,-1.0,-1.0,2.2,-1.0,-1.0,-1.0
PROC,T0744,1,0,1283.9,-1.0,-1.0,-1.0,8.8,-1.0,-1.0,-1.0
PROC,T0745,1,0,1052.5,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0746,1,0,1288.2,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0747,1,0,1087.7,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0
PROC,T0748,1,0,1260.3,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0749,1,0,1051.1,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0750,1,0,1331.1,-1.0,-1.0,-1.0,11.0,-1.0,-1.0,-1.0
PROC,T0751,1,0,1181.7,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0752,1,0,1424.2,-1.0,-1.0,-1.0,6.8,-1.0,-1.0,-1.0
PROC,T0753,1,0,1223.1,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0
PROC,T0754,1,0,1391.0,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0755,1,0,1071.6,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0756,1,0,1320.3,-1.0,-1.0,-1.0,8.8,-1.0,-1.0,-1.0
PROC,T0757,1,0,1109.9,-1.0,-1.0,-1.0,2.2,-1.0,-1.0,-1.0
PROC,T0758,1,0,1226.5,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0759,1,0,1169.2,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0
PROC,T0760,1,0,1299.0,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0761,1,0,1088.7,-1.0,-1.0,-1.0,2.2,-1.0,-1.0,-1.0
PROC,T0762,1,0,1332.2,-1.0,-1.0,-1.0,8.6,-1.0,-1.0,-1.0
PROC,T0763,1,0,1101.8,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0764,1,0,1336.0,-1.0,-1.0,-1.0,6.8,-1.0,-1.0,-1.0
PROC,T0765,1,0,1201.1,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0
PROC,T0766,1,0,1279.6,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0767,1,0,1051.6,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0768,1,0,1307.8,-1.0,-1.0,-1.0,8.8,-1.0,-1.0,-1.0
PROC,T0769,1,0,1056.7,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0770,1,0,1266.1,-1.0,-1.0,-1.0,6.8,-1.0,-1.0,-1.0
PROC,T0771,1,0,1117.8,-1.0,-1.0,-1.0,2.2,-1.0,-1.0,-1.0
PROC,T0772,1,0,1278.2,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0773,1,0,1305.8,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0774,1,0,1513.2,-1.0,-1.0,-1.0,8.6,-1.0,-1.0,-1.0
PROC,T0775,1,0,1235.9,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0776,1,0,1337.7,-1.0,-1.0,-1.0,6.8,-1.0,-1.0,-1.0
PROC,T0777,1,0,1195.2,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0
PROC,T0778,1,0,1263.0,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0779,1,0,1251.1,-1.0,-1.0,-1.0,2.2,-1.0,-1.0,-1.0
PROC,T0780,1,0,1256.1,-1.0,-1.0,-1.0,8.8,-1.0,-1.0,-1.0
PROC,T0781,1,0,1114.7,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0782,1,0,1263.3,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0783,1,0,1107.2,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0
PROC,T0784,1,0,1299.3,-1.0,-1.0,-1.0,6.6,-1.0,-1.0,-1.0
PROC,T0785,1,0,1058.1,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0786,1,0,1305.7,-1.0,-1.0,-1.0,8.6,-1.0,-1.0,-1.0
PROC,T0787,1,0,1051.9,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0788,1,0,1411.0,-1.0,-1.0,-1.0,7.0,-1.0,-1.0,-1.0
PROC,T0789,1,0,1211.4,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0
PROC,T0790,1,0,1263.3,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0791,1,0,1060.1,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0792,1,0,1351.8,-1.0,-1.0,-1.0,8.8,-1.0,-1.0,-1.0
PROC,T0793,1,0,1043.9,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0794,1,0,1289.2,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0795,1,0,1114.8,-1.0,-1.0,-1.0,2.4,-1.0,-1.0,-1.0
PROC,T0796,1,0,1241.8,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0797,1,0,1081.9,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0798,1,0,1351.7,-1.0,-1.0,-1.0,8.6,-1.0,-1.0,-1.0
PROC,T0799,1,0,1328.3,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0800,1,0,1334.8,-1.0,-1.0,-1.0,6.8,-1.0,-1.0,-1.0
PROC,T0801,1,0,1202.3,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0
PROC,T0802,1,0,1251.2,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0803,1,0,1085.6,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0804,1,0,1332.8,-1.0,-1.0,-1.0,8.8,-1.0,-1.0,-1.0
PROC,T0805,1,0,1082.5,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0806,1,0,1242.9,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0807,1,0,1102.4,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0
PROC,T0808,1,0,1278.9,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0809,1,0,1063.9,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0810,1,0,1431.0,-1.0,-1.0,-1.0,11.0,-1.0,-1.0,-1.0
PROC,T0811,1,0,1076.9,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0812,1,0,1353.2,-1.0,-1.0,-1.0,6.8,-1.0,-1.0,-1.0
PROC,T0813,1,0,1215.6,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0
